GeneSym	HP1504101T2D_wholeislet	HP1506401_wholeislet	HP1504901_wholeislet	HP1508501T2D_wholeislet	HP1507101_wholeislet	HP1526901T2D_wholeislet	HP1525301T2D_wholeislet
CDKN2D	1143	807	996	956	1275	649	553
ATG4D	1079	1005	1144	1349	1301	923	797
S1PR5	39	35	67	44	48	67	27
AP1M2	4024	4599	4047	6689	5085	4189	3615
KRI1	778	778	902	1397	849	622	581
MIR1238	26	13	22	16	15	14	10
ILF3	8438	10067	11210	13156	10885	8449	6796
QTRT1	675	623	800	1099	1015	921	771
ILF3-AS1	1423	1795	1724	2231	2330	1478	1164
MIR638	0	0	0	0	0	0	0
C19orf38	43	49	17	40	41	13	22
TMED1	1809	2032	1678	3054	2504	1608	1909
MIR4748	0	0	0	0	0	0	0
MIR199A1	0	0	0	0	0	0	0
MIR6793	1	3	3	0	0	0	0
C19orf52	602	614	692	726	741	474	502
YIPF2	3929	4831	3767	5596	6085	3053	3687
LDLR	6298	4562	4607	10443	6729	5305	4470
SPC24	4	27	1	11	14	5	13
MIR6886	11	4	9	19	23	21	13
KANK2	733	928	858	1595	987	1147	1034
DOCK6	730	544	936	1490	696	1031	775
C19orf80	4	2	2	0	3	0	2
TMEM205	2278	2751	2565	3842	3454	2752	2901
CCDC159	360	387	625	786	604	569	502
EPOR	1078	628	1752	1196	1239	1123	739
RGL3	1075	833	1248	1558	1060	1687	1152
TSPAN16	0	0	0	2	0	0	1
RAB3D	2173	1754	2180	2047	2396	1605	1411
SWSAP1	177	127	152	202	173	134	179
LPPR2	3666	2808	3544	4146	4659	2811	3483
ECSIT	1141	1146	1401	1874	1725	1058	1044
ELAVL3	387	78	244	81	149	63	89
ZNF653	388	346	380	474	423	337	314
CNN1	20	9	11	65	14	18	35
PRKCSH	7188	7021	8135	12488	10593	6765	6710
MIR7974	0	0	0	1	0	0	0
ZNF627	1311	1298	1445	1464	1598	1327	1310
ACP5	759	505	1337	1284	3608	856	762
ZNF823	310	443	620	635	467	341	413
ZNF491	184	175	256	217	239	170	126
ZNF441	1516	879	2208	1424	1997	1144	1187
ZNF69	116	163	79	266	92	161	169
ZNF439	694	606	790	652	723	536	508
ZNF433	291	287	290	298	292	288	349
ZNF878	10	10	0	21	8	8	14
ZNF844	753	536	807	736	914	716	600
ZNF763	133	141	195	251	161	181	164
ZNF20	0	0	0	0	0	0	0
LOC100289333	10	15	10	9	6	6	4
ZNF625-ZNF20	11	8	17	15	22	9	10
ZNF625	75	98	106	110	84	84	70
ZNF788	75	70	98	147	153	99	137
ZNF136	924	1106	1160	1084	1167	724	738
ZNF44	775	610	903	805	836	806	546
ZNF563	218	284	207	363	298	246	208
ZNF442	86	70	93	126	114	113	123
ZNF443	164	136	307	290	258	141	199
ZNF799	223	240	296	402	307	202	270
ZNF564	715	953	1015	1110	1029	865	917
TNPO2	6212	4964	7677	7407	8948	4895	4123
DHPS	2729	2798	3102	3321	4077	2357	1827
WDR83OS	2888	2909	2953	3963	4181	2513	2549
WDR83	627	545	387	650	640	422	403
SNORD41	2	0	0	0	0	0	0
MAN2B1	2625	3411	2418	5206	3519	3481	2840
FBXW9	215	329	232	373	373	304	270
ZNF791	1027	1168	1407	1284	1367	924	713
BEST2	0	4	1	5	0	5	2
JUNB	1777	1440	2068	7799	3281	4233	2884
RTBDN	546	448	421	696	633	521	437
PRDX2	9056	9708	9102	12917	12426	7437	8074
HOOK2	2392	2674	3149	3664	3437	2762	1939
RNASEH2A	323	393	346	567	386	310	324
ASNA1	3362	3473	3979	5874	5223	3086	2720
MIR6794	6	0	0	5	3	0	0
RAD23A	3503	4269	5037	5328	4891	3240	2805
GCDH	816	726	731	859	1031	823	533
DNASE2	4785	4463	4449	6149	6335	3538	3042
KLF1	2	2	4	3	5	2	2
DAND5	6	4	2	5	8	14	13
SYCE2	21	22	41	18	34	22	19
CALR	28051	32586	30024	57698	37428	28279	34398
GADD45GIP1	1525	1541	1686	2336	2471	1547	1296
FARSA	2309	2570	2502	2985	2964	1987	1626
MIR6515	229	295	295	451	296	262	296
TRMT1	597	832	854	1033	1006	873	663
LYL1	0	2	38	25	17	24	12
IER2	860	909	897	2263	1107	1357	1133
STX10	1245	1298	1207	1637	1424	1071	946
CCDC130	577	579	792	1107	902	724	522
MRI1	823	706	1038	1237	880	63	812
C19orf53	1642	1870	1942	3146	2560	1610	1687
MIR24-2	1	1	3	3	0	1	1
NANOS3	2	3	7	8	10	7	5
MIR27A	0	1	0	1	0	0	1
C19orf57	37	64	36	66	52	43	22
ZSWIM4	478	551	411	1062	617	667	496
MIR181C	0	0	0	0	0	0	0
LOC284454	49	63	83	165	36	105	52
MIR181D	0	0	0	0	0	0	0
MIR23A	2	1	0	1	0	0	0
PODNL1	6	8	6	24	7	11	14
DCAF15	824	646	932	1266	1001	807	541
RFX1	1094	947	1708	1268	1634	1426	781
RLN3	0	0	0	0	0	0	2
PRKACA	3939	3430	4580	5554	5107	3160	2958
LOC100507373	66	57	73	120	103	86	62
SAMD1	694	593	688	1027	879	698	483
PALM3	238	632	176	668	101	410	430
ASF1B	44	149	58	136	120	83	186
LOC113230	273	203	148	307	309	227	215
C19orf67	0	4	0	0	1	0	0
MIR1199	0	0	0	0	0	0	0
DDX39A	1749	1820	1853	2733	1636	1441	1162
CD97	194	522	185	1105	192	412	414
GIPC1	2554	2472	2890	4667	3805	2792	2505
DNAJB1	4849	4267	6371	7897	7830	4475	3815
TECR	2324	2696	2280	3590	3410	1995	1706
MIR639	3	5	3	8	5	1	1
PTGER1	10	10	18	12	24	24	25
CLEC17A	0	0	4	0	0	0	0
EMR3	0	0	33	13	37	21	2
EMR2	20	8	26	42	43	27	10
OR7A5	0	0	0	0	0	0	0
OR7C1	0	0	0	0	0	0	0
OR7C2	0	0	0	0	0	0	0
OR7A17	0	0	0	0	0	0	0
OR7A10	0	0	0	0	0	0	0
CASP14	0	0	0	4	0	0	0
CCDC105	0	0	0	0	0	0	0
OR1I1	0	0	0	0	0	0	0
SYDE1	85	54	115	179	110	194	109
NOTCH3	1482	505	1604	2080	1348	2571	1504
ILVBL	2567	2651	2890	3391	3571	2591	2217
MIR6795	0	0	0	0	0	0	0
EPHX3	28	27	35	71	67	32	87
BRD4	2241	2195	2770	3254	2749	1999	1589
MIR1470	0	0	0	0	0	0	0
PGLYRP2	0	0	0	0	0	0	0
WIZ	1596	1763	1440	2009	1942	1474	1203
AKAP8L	3094	2594	3483	3637	3663	3155	2409
RASAL3	7	11	19	13	7	6	13
CYP4F22	0	0	0	0	0	1	1
CYP4F3	159	87	233	400	199	251	717
CYP4F12	12	9	38	42	2	29	97
OR10H2	0	0	0	0	0	0	0
OR10H3	0	0	0	0	0	0	0
UCA1	140	1640	142	983	173	1098	1361
OR10H1	0	0	0	1	0	0	4
CYP4F24P	83	39	177	353	144	182	305
OR10H5	0	0	5	4	0	2	6
CYP4F11	30	110	55	583	100	448	281
OR10H4	0	0	0	0	0	0	0
TPM4	9708	8387	9117	22070	10289	11348	12195
RAB8A	1637	1835	1700	3105	1998	1650	1607
LINC00905	0	0	0	0	0	2	0
LINC00661	7	3	2	20	18	27	50
AP1M1	1538	1542	1653	2469	1932	1659	1370
CIB3	0	0	0	0	0	0	0
FAM32A	2250	2887	3061	4492	3647	2943	2555
KLF2	40	33	78	97	74	65	42
CALR3	3	15	4	14	4	2	4
C19orf44	300	265	304	340	353	243	172
SMIM7	2113	2432	2602	3720	2972	1952	1937
MED26	581	666	723	722	746	537	553
SLC35E1	4062	5515	4482	5413	4900	3291	3402
SIN3B	1770	1394	2313	2593	2429	1930	1497
F2RL3	67	4	910	293	105	155	56
USE1	490	521	646	687	558	366	377
USHBP1	4	6	20	10	6	5	8
ANKLE1	19	2	18	17	10	8	11
BABAM1	2081	2570	2550	3302	3371	2058	2118
OCEL1	484	541	485	916	602	403	386
ABHD8	973	913	990	1049	1583	848	692
MRPL34	1431	1804	1854	1951	2127	1214	1223
NR2F6	2579	2940	2716	3528	3912	2477	2093
GTPBP3	501	581	543	768	661	459	508
MVB12A	548	815	805	1150	807	589	508
PLVAP	598	30	4897	1660	816	480	125
BST2	133	145	148	220	234	220	189
ANO8	941	795	891	1090	1021	667	675
TMEM221	21	23	5	16	18	18	5
PGLS	1385	1543	1432	2435	1851	1493	1278
FAM129C	0	4	2	0	0	0	1
COLGALT1	2345	2197	2019	4310	2755	2388	2094
NXNL1	0	2	0	0	0	0	0
SLC27A1	536	442	566	1023	804	800	572
UNC13A	11788	11082	11735	11181	12549	7202	6403
INSL3	4	2	2	9	2	0	0
B3GNT3	423	799	340	1696	291	292	935
MAP1S	1273	1041	1379	1857	1698	1067	944
FCHO1	46	52	37	44	56	19	23
RPL18A	795	1217	1036	1746	1455	977	780
SNORA68	1	0	1	2	2	1	2
CCDC124	1542	1783	1549	2790	1960	1522	1338
SLC5A5	12	0	3	8	2	0	6
IL12RB1	16	4	19	10	39	21	11
ARRDC2	1651	1439	1281	3022	2069	1390	1553
MPV17L2	440	693	408	703	580	377	327
PIK3R2	5073	5100	6900	5453	7908	4915	3793
IFI30	3461	4267	4433	6902	8007	3353	2946
RAB3A	1092	846	1385	699	1853	732	522
LSM4	2219	2463	2504	3509	2853	1874	2268
KIAA1683	62	126	49	70	36	79	61
PGPEP1	3101	3059	3336	4557	4779	2494	2638
MIR3188	0	0	0	0	0	0	0
JUND	7843	7922	9701	9338	10652	6238	5715
LOC729966	0	16	0	18	0	19	12
ISYNA1	3173	2758	4005	3548	4208	2774	1989
SSBP4	1511	1378	1936	2445	2311	1733	1480
MIR3189	6	14	1	8	2	8	2
LRRC25	12	13	14	28	68	39	23
GDF15	7232	14859	2409	9682	2401	7456	5729
FKBP8	10885	11429	11690	14634	16984	8995	8870
KXD1	1580	1984	2044	3325	2664	1826	1735
C19orf60	769	959	833	1256	1133	894	854
UBA52	8004	9497	9991	15221	13967	8051	7918
TMEM59L	3020	1242	1382	2034	3273	1491	1832
CRLF1	353	159	147	1085	741	510	379
KLHL26	475	474	500	676	727	370	343
UPF1	7181	6405	7241	7862	8495	5108	4147
COMP	138	108	20	621	114	141	353
COPE	4760	4740	4224	7058	6935	4023	4299
HOMER3	190	405	234	656	285	407	427
DDX49	1163	1460	1569	2037	1760	1256	1010
SLC25A42	816	747	1175	731	1180	743	580
ARMC6	1216	1471	1482	1723	1763	1175	948
TMEM161A	487	608	450	879	644	450	374
MEF2BNB	234	159	199	230	282	151	152
NCAN	16	37	119	4	115	19	2
HAPLN4	981	2110	1808	756	1178	1675	1018
NR2C2AP	364	410	445	675	542	406	322
RFXANK	727	672	635	1107	885	665	670
TM6SF2	40	69	65	65	63	87	42
MAU2	2651	2696	3679	3537	3953	3066	2388
YJEFN3	14	15	28	31	20	26	19
TSSK6	54	99	62	120	140	50	68
NDUFA13	5133	5467	5440	9037	8456	4908	6033
CILP2	20	0	8	6	5	5	13
PBX4	3	5	14	13	6	16	10
ZNF101	149	153	172	248	218	129	134
GMIP	369	355	180	575	300	339	361
ATP13A1	2334	3326	2966	4634	3683	2825	2575
LPAR2	347	455	246	573	256	354	339
ZNF14	768	749	1019	924	1037	736	574
LINC00663	341	378	439	472	704	349	329
ZNF93	489	483	506	622	602	371	389
ZNF253	880	973	1028	996	1221	679	792
ZNF682	94	124	212	202	236	205	158
ZNF486	292	404	373	658	301	573	596
ZNF90	27	36	40	66	30	18	25
MIR1270	0	0	0	0	0	0	0
ZNF826P	35	37	59	54	121	42	30
ZNF737	1112	1176	1829	1519	1811	1566	1158
ZNF85	324	438	492	452	639	388	329
ZNF714	204	470	727	380	429	378	325
ZNF493	595	604	605	579	342	530	660
ZNF738	307	306	242	302	286	219	339
ZNF429	739	876	1008	856	847	761	549
LINC00664	11	9	19	13	25	4	16
LOC641367	9	14	7	5	19	4	14
ZNF100	399	503	340	510	297	342	378
ZNF257	87	235	94	221	170	89	95
ZNF676	81	129	31	62	64	103	38
ZNF729	2	3	0	0	1	2	2
ZNF98	28	33	14	38	56	34	20
LOC100996349	0	0	0	0	0	0	0
GOLGA2P9	0	0	0	0	0	0	0
LOC101929124	0	0	0	1	0	0	4
LINC01233	2	1	2	2	0	0	0
ZNF492	6	19	8	12	6	15	18
ZNF728	29	44	28	37	63	28	19
ZNF730	16	5	16	13	20	22	11
LOC101929144	0	0	0	0	0	0	0
ZNF724P	4	6	5	2	2	1	7
IPO5P1	1138	1599	1383	1107	1869	1124	941
ZNF91	1597	1558	2002	1489	2168	1344	1126
ZNF681	445	479	552	568	649	415	428
ZNF726	19	19	14	22	32	14	35
HAVCR1P1	14	7	14	7	17	8	12
LINC00662	240	212	205	182	278	155	147
LOC101927151	269	219	261	215	317	185	136
LINC00906	0	0	0	0	0	0	0
LOC102724958	0	0	0	0	0	0	0
LOC100505835	0	0	0	0	2	0	0
UQCRFS1	2875	3709	3191	4464	3749	2721	2747
VSTM2B	0	0	0	0	2	0	0
POP4	1080	1307	1250	1830	1481	1177	977
PLEKHF1	55	145	97	210	156	121	102
C19orf12	1605	1569	1673	1856	2027	1463	1228
CCNE1	53	109	45	96	91	53	90
URI1	4367	4974	4864	4807	5412	3571	3452
TSHZ3	860	1397	1591	1153	1403	929	626
THEG5	0	0	0	0	0	0	0
LOC101927411	0	0	0	0	0	0	0
CTC-360P9.3	0	0	0	0	0	0	0
LOC400684	13	42	28	25	16	25	10
ZNF507	1939	1989	2499	2114	2362	1533	1489
PDCD5	1367	1408	1903	2226	1587	1409	1190
RGS9BP	18	42	25	16	39	4	15
TDRD12	0	4	23	14	7	13	1
NUDT19	596	993	1047	950	967	821	662
SLC7A9	4	8	12	18	13	16	18
C19orf40	19	59	43	83	42	34	37
WDR88	17	30	25	30	33	31	36
GPATCH1	537	489	478	645	566	525	346
CEBPA	76	247	245	232	147	124	159
SLC7A10	0	1	1	0	0	1	1
LRP3	2109	2091	2413	2443	3129	1880	1668
CEBPA-AS1	8	68	12	13	21	20	29
CEBPG	5394	2904	8518	3374	5925	3575	1748
KCTD15	218	325	179	487	347	264	371
LSM14A	6684	6599	9948	8288	8687	5984	4734
KIAA0355	2060	1749	2482	2244	2617	1680	1250
UBA2	4995	5663	6805	6695	7367	4449	4197
WTIP	100	83	97	221	115	201	166
PDCD2L	390	500	446	448	456	339	320
SCGB2B2	2	5	1	0	1	2	6
SCGB1B2P	9	22	31	29	21	25	7
ZNF302	1807	2102	2307	2029	2148	1916	1621
ZNF181	880	1105	1161	1073	1370	927	804
SCGB2B3P	0	0	0	1	0	0	0
LOC400685	7	22	19	26	10	13	4
ZNF30	307	424	417	341	438	341	271
GRAMD1A	2562	2378	2588	3834	3450	2061	1613
ZNF792	269	262	395	406	339	213	200
LOC102723513	8	4	15	23	11	13	9
FXYD3	2590	871	3335	3149	5041	1851	1628
HPN-AS1	16	16	17	14	34	25	25
FXYD7	0	0	2	0	2	3	0
HPN	2002	2360	2743	2885	5255	2211	1928
LGI4	7	10	8	8	40	4	0
SCN1B	1223	4008	1120	2078	1837	1800	934
FXYD1	4	0	2	2	17	0	0
MIR6887	86	17	79	114	152	91	65
USF2	6283	7085	7424	7401	9359	5424	4146
LSR	4095	5468	3587	8462	4483	5290	5066
FAM187B	0	0	0	0	0	0	0
HAMP	4	46	2	36	1	22	0
FFAR1	2241	1955	3377	1310	4606	2399	1650
CD22	195	293	273	237	359	270	236
MAG	0	11	0	2	12	0	0
FFAR3	74	46	65	51	90	48	57
LOC100128682	32	18	16	19	18	18	10
MIR5196	14	17	21	20	22	12	6
FFAR2	161	120	312	307	258	127	151
DMKN	750	1382	803	1569	788	806	1181
SBSN	0	0	0	5	0	0	0
GAPDHS	29	76	36	72	48	48	37
KRTDAP	1	0	4	15	0	1	0
TMEM147	3048	3351	2958	4818	4662	2670	2694
LOC100506469	150	208	155	213	212	197	230
ETV2	37	31	39	44	58	25	35
HAUS5	313	415	404	547	468	431	257
UPK1A	0	0	12	0	0	0	0
COX6B1	4208	4664	4512	6630	5787	3629	3753
RBM42	1573	1861	1899	2762	2343	1541	1378
UPK1A-AS1	0	0	0	1	0	0	0
LOC102723617	0	0	0	0	0	0	0
PSENEN	1091	1213	1130	1696	1474	1114	1147
IGFLR1	23	73	45	77	61	30	51
HSPB6	270	288	585	154	432	208	104
U2AF1L4	292	352	394	499	401	314	233
LIN37	355	251	366	429	454	280	204
ZBTB32	0	6	5	5	3	2	13
PRODH2	6	8	18	22	25	13	17
PROSER3	204	155	264	284	242	206	116
ARHGAP33	276	244	330	381	287	385	200
KMT2B	1905	1565	2292	2652	2218	1569	1397
LOC644050	5	4	10	16	3	13	2
LRFN3	1136	942	1186	1271	1451	977	715
NFKBID	89	91	109	147	81	108	57
NPHS1	546	543	953	789	635	718	590
KIRREL2	1592	1602	1545	2035	1586	1384	1023
TYROBP	151	41	189	107	484	130	121
HCST	34	35	32	31	41	41	24
APLP1	21104	14035	19388	16989	25778	12701	14158
ALKBH6	251	302	387	488	451	324	336
CLIP3	2351	1543	2405	2268	3665	1466	1319
THAP8	495	418	673	613	717	402	285
SDHAF1	792	916	816	925	1328	631	712
SYNE4	754	831	892	1066	1393	766	656
LOC101927572	2	3	10	8	16	2	4
POLR2I	792	785	897	1250	1074	704	662
CAPNS1	9340	10563	10636	19450	12430	10132	9918
COX7A1	760	646	487	790	1136	591	531
OVOL3	0	0	0	0	0	0	0
TBCB	2468	2134	3379	3845	4003	2522	2179
ZNF146	4052	5546	5417	5345	5249	4250	3927
LINC00665	528	737	667	377	870	618	664
LOC100134317	5	1	0	3	2	2	1
LOC644189	19	18	28	18	37	14	31
ZFP82	722	602	878	572	833	514	527
ZNF260	1294	1526	1807	1701	1812	1499	1254
LOC728752	111	146	164	111	184	97	85
LOC101927599	83	141	101	109	161	108	113
ZNF461	362	326	416	436	443	308	293
ZNF382	351	253	325	376	373	254	253
ZNF567	381	427	486	449	433	368	292
LOC101927621	45	53	38	43	59	36	36
ZNF790	311	362	410	385	309	349	282
ZNF850	139	201	132	224	110	108	79
ZNF790-AS1	99	171	149	91	125	66	104
ZNF829	265	293	298	251	263	199	198
ZNF585A	817	616	861	879	1085	580	577
ZNF383	286	300	368	339	332	202	232
ZNF585B	1379	1138	1356	1282	1710	1031	963
HKR1	1449	1541	1841	2010	2016	1538	1552
LOC284412	5	4	2	9	3	1	13
ZNF570	265	267	268	289	375	202	192
ZNF569	560	472	835	565	847	538	552
LOC101927720	253	224	198	220	323	179	191
ZNF540	749	488	794	736	1058	709	422
ZNF571-AS1	38	35	37	30	25	31	23
ZNF571	297	296	386	394	451	332	234
ZNF573	127	97	139	71	141	45	95
ZNF607	1076	880	1073	1080	1190	880	748
ZNF781	196	359	142	209	350	280	199
WDR87	6	2	10	5	12	4	10
LOC644554	162	135	309	171	236	167	169
LOC100631378	13	8	32	7	17	28	18
SPINT2	53507	45712	41605	64007	75407	35028	50134
DPF1	56	53	58	66	86	84	122
PPP1R14A	18	113	26	36	31	10	22
C19orf33	0	0	0	0	0	0	0
RASGRP4	0	0	4	8	7	7	12
SPRED3	390	181	415	999	748	478	738
GGN	30	34	30	85	68	18	61
PSMD8	6077	6062	6301	9258	8388	5182	5105
CATSPERG	25	34	49	38	48	59	61
FAM98C	490	659	637	915	842	633	537
KCNK6	100	196	94	364	88	178	184
MAP4K1	4	36	6	33	13	12	5
EIF3K	4412	5213	5491	7817	6273	4553	4081
LGALS7	1	0	2	0	0	0	0
LGALS4	514	2976	425	2929	457	2232	4111
LGALS7B	0	0	1	0	0	0	0
CAPN12	39	80	28	214	54	88	152
MRPS12	574	688	494	941	726	639	683
SIRT2	2649	2261	2826	3066	3386	2237	1656
RINL	1538	1038	1157	1566	1655	919	869
SARS2	538	625	732	881	656	670	522
HNRNPL	4791	6237	5544	9404	6637	4906	4667
NFKBIB	902	912	739	1195	1011	743	688
CCER2	5	2	14	8	0	12	7
FBXO27	736	536	1099	729	1443	603	607
PAK4	2837	2617	3856	3637	4414	2803	2167
SYCN	48	366	57	423	30	58	22
NCCRP1	20	22	10	95	6	74	28
GMFG	26	10	89	66	88	33	30
IFNL1	0	0	0	0	0	0	0
IFNL4	0	0	0	1	0	0	0
LRFN1	158	106	149	71	196	91	93
IFNL3	0	0	0	0	0	0	0
IFNL2	0	0	0	0	0	0	0
MIR4530	0	0	0	0	0	1	0
ZFP36	745	572	794	2626	942	853	1069
PAF1	3085	3271	3181	4510	3955	2644	2453
PLEKHG2	202	286	242	444	157	257	204
MED29	3630	4732	4842	5142	5426	3514	3308
SUPT5H	5125	5553	5453	7306	6565	4843	4423
RPS16	7915	11665	11503	18320	13343	8623	9092
DLL3	39	9	38	33	37	30	20
LGALS13	0	0	0	0	0	0	0
SELV	0	0	0	0	2	0	0
EID2	1410	1444	1789	1706	1799	1273	1115
EID2B	375	357	525	406	645	337	354
LGALS14	0	0	0	0	0	0	0
LGALS17A	1	6	0	0	0	0	0
LGALS16	0	0	0	0	0	0	0
CLC	2	0	0	0	0	0	0
LOC100129935	11	10	6	2	2	0	0
FBL	2669	3022	3967	5407	4252	2750	2188
LEUTX	0	0	0	0	0	0	0
MIR6719	1	0	0	0	0	2	0
DYRK1B	931	903	1617	1329	1650	1003	871
PSMC4	2958	3302	3346	4496	3613	2956	2493
ZNF780A	1422	1131	1548	1524	1604	1145	1002
ZNF546	241	246	338	399	389	299	183
ZNF780B	1120	968	1348	1148	1182	1387	911
TTC9B	5	5	5	5	0	5	9
MAP3K10	1158	1039	1119	1191	1424	897	757
CNTD2	28	16	9	6	13	4	11
C19orf47	507	548	596	640	548	424	452
PLD3	25975	19825	23334	27033	35439	16378	18800
MIR641	13	6	4	7	6	5	3
MIR6796	232	186	207	223	320	154	192
SERTAD3	664	592	858	996	1058	626	573
PRX	109	44	115	170	120	96	135
BLVRB	1574	1682	1607	3167	2185	1446	1235
SERTAD1	457	268	340	933	487	405	428
SHKBP1	1351	1547	1294	2509	1501	1264	1170
LTBP4	584	287	371	776	574	705	703
ITPKC	1093	1062	926	1690	1130	1052	1117
MIA	0	2	0	0	5	0	0
NUMBL	1140	699	1187	1325	1712	1118	654
ADCK4	1446	1274	1612	2142	1986	1454	1276
SNRPA	807	965	1028	1860	1303	877	928
C19orf54	210	385	288	460	341	308	318
EGLN2	72	42	70	56	88	52	36
CYP2G1P	1	4	4	3	1	2	0
CYP2A6	1	2	4	1	2	0	4
CYP2A7	0	0	0	1	0	2	0
CYP2B6	0	6	0	2	0	2	19
CYP2B7P	13	12	10	26	2	19	6
CYP2A13	0	0	0	1	0	0	0
CYP2F1	0	0	0	0	0	0	0
AXL	122	45	205	287	287	136	144
CYP2S1	4	2	8	6	5	6	0
B9D2	105	116	151	211	135	151	166
TMEM91	54	37	46	108	63	83	106
BCKDHA	1715	1583	2355	3182	2361	1773	1601
EXOSC5	204	214	174	391	282	170	160
TGFB1	932	1668	858	4941	1058	1680	1371
B3GNT8	552	314	849	786	935	442	421
CCDC97	1431	1621	1784	2303	2020	1429	1147
ERICH4	0	3	0	0	0	4	0
PCAT19	30	2	149	66	35	26	4
LOC101927931	4	6	0	0	6	0	0
CEACAM4	5	6	7	6	42	23	24
CEACAM7	1473	2690	634	5842	2607	11805	22929
CEACAM3	2	0	0	0	0	0	1
CEACAM6	899	825	3577	3497	1039	6182	9488
CEACAM5	1	85	265	187	21	320	509
LYPD4	0	0	0	0	0	0	0
RPS19	6528	10923	7837	16043	9964	8120	8399
RABAC1	5157	4870	3461	6295	6587	3258	3992
ARHGEF1	1230	1472	1158	2052	1350	1528	1155
CD79A	0	6	1	8	2	0	0
DMRTC2	0	0	0	0	0	0	0
MIR6797	123	251	181	353	196	155	196
ATP1A3	912	451	670	528	834	433	227
GRIK5	1550	1110	1288	1673	2126	1090	1017
ZNF574	885	770	1067	980	1131	687	582
DEDD2	1866	1489	1823	2107	2629	1410	1200
LOC100505622	2	2	0	0	0	0	0
MIR4323	0	0	0	0	0	0	0
ERF	1403	1213	2018	2151	2059	1346	1424
PAFAH1B3	1250	1053	1081	1594	1488	1038	806
TMEM145	358	136	373	332	311	240	236
CIC	3263	3100	3972	4451	4349	2987	1957
GSK3A	3142	3309	3633	4154	4140	2419	2488
PRR19	36	22	35	58	31	43	20
MIR8077	0	0	0	0	0	0	0
LIPE	239	253	211	535	384	234	379
CNFN	38	33	17	66	32	59	83
CXCL17	231	1987	691	3018	124	549	768
CEACAM1	1446	1065	1695	2444	1831	1219	1563
CEACAM8	0	2	0	0	0	0	0
PSG3	27	124	13	117	0	30	35
PSG8	2	30	5	44	2	2	8
PSG1	6	120	4	5	0	8	9
PSG10P	0	0	0	1	0	0	0
LOC100289650	0	0	0	0	0	0	0
PSG6	0	0	0	2	0	0	0
PSG7	0	2	0	3	0	0	0
PSG2	0	1	3	8	0	1	5
PSG4	10	550	42	280	125	20	141
PSG5	10	347	15	172	5	35	52
PSG9	43	877	16	80	7	2	17
LOC284344	0	4	0	0	0	0	0
CD177	7	40	9	56	19	15	28
PRG1	0	0	0	0	0	0	0
LYPD3	84	92	90	120	206	57	80
PHLDB3	714	621	965	1342	2037	915	866
ETHE1	519	650	433	1118	714	574	644
SRRM5	43	56	61	66	82	60	48
PINLYP	97	111	82	114	122	41	113
ZNF576	576	705	623	724	732	426	417
CADM4	2199	1098	1383	2008	2422	1197	1539
ZNF428	805	730	1210	1161	1378	832	789
IRGQ	2577	1973	2438	2876	2442	1820	1536
XRCC1	1976	2199	2313	2587	2863	1513	1473
SMG9	1199	1201	982	1685	1425	974	784
IRGC	0	0	0	0	0	0	0
KCNN4	6	4	16	6	48	8	7
ZNF283	168	185	255	229	176	140	124
LOC100505715	97	73	68	69	51	64	73
ZNF404	123	218	137	178	134	173	131
ZNF155	219	312	270	348	319	215	235
ZNF222	207	185	182	227	231	195	138
ZNF230	276	331	322	344	362	274	220
ZNF221	53	39	77	93	65	35	34
LOC101928063	38	42	29	54	54	32	26
ZNF234	433	367	330	467	458	347	326
ZNF226	572	575	722	883	733	694	668
ZNF284	121	123	118	125	130	94	64
ZNF225	205	249	207	323	203	155	213
ZNF224	85	97	102	106	92	85	64
LOC100379224	40	38	46	41	51	45	46
ZNF233	116	52	115	67	122	119	72
ZNF235	203	152	236	191	239	160	110
ZNF227	609	680	840	896	751	623	540
ZNF112	482	503	603	526	687	470	420
ZNF229	454	514	632	517	682	438	357
ZNF285	238	183	218	282	259	210	155
CEACAM22P	2	1	0	0	0	0	0
CEACAM20	1	2	0	0	0	0	0
ZNF180	626	757	1050	772	1039	685	598
MIR4531	0	0	0	0	0	0	0
CEACAM16	9	9	8	0	0	2	1
PVR	6516	4515	9424	7115	6736	4412	4324
CEACAM19	464	297	710	607	360	338	509
IGSF23	12	30	15	10	13	16	4
BCAM	8784	4269	10670	14824	13018	7072	9043
BCL3	510	567	313	1951	555	728	705
CBLC	283	357	181	771	232	251	255
MIR8085	0	0	0	2	0	4	2
TOMM40	871	1098	922	1362	1178	1008	779
APOC4-APOC2	0	0	0	0	2	0	0
APOC2	0	0	0	0	0	0	0
APOC4	0	0	0	0	0	0	0
APOC1P1	0	0	0	0	0	0	0
APOC1	49	77	72	34	336	32	66
APOE	310	605	759	341	2419	410	409
GEMIN7	549	710	523	810	619	614	505
ZNF296	47	55	67	59	63	98	55
RELB	258	409	219	1077	326	412	482
CLASRP	786	994	1131	1291	956	987	744
EXOC3L2	43	3	184	35	37	21	0
TRAPPC6A	513	562	510	710	829	555	550
BLOC1S3	442	413	578	736	654	524	371
NKPD1	14	7	6	4	9	18	8
MARK4	1376	1371	1948	1755	2308	1164	1101
ERCC2	604	318	638	1009	829	593	426
CKM	0	8	0	0	0	0	0
KLC3	357	179	244	460	349	278	266
FOSB	28	27	26	93	9	42	55
ERCC1	1169	1207	1301	1697	1789	1155	1029
RTN2	1342	1030	809	1534	1318	1017	745
